0,District,Geographic_Zone,Latitude,Longitude,Altitude_m,Tree_Growth_Habitat,DBH_mm,Height_m,Crown_Diameter_m,Trunk_Diameter_m,Farm_Cultivated,Topography,Soil_Texture,Uses_Fruit,Uses_Leaf,Uses_Stem,Uses_Root,Uses_Seed,Target_Food,Target_Beverage,Target_Medicine,coord_match,Drainage,taste_attribute,medicine_use,stem_used,crown_height_ratio,canopy_area_m2,trunk_height_ratio,plant_use_count,parts_used_count,dbh_height_ratio,trunk_crown_ratio,height_crown_product,dbh_category,height_category,total_special_attributes,target,height_dbh_ratio,crown_trunk_ratio,canopy_volume_proxy,trunk_slenderness,altitude_normalized,altitude_height_interaction,altitude_crown_interaction,total_parts_used,Geographic_Zone_encoded,Tree_Growth_Habitat_encoded,Topography_encoded,Soil_Texture_encoded,Farm_Cultivated_encoded
Upper East,Nabdam,Northern_Zone,10.844,-1.032,203.77,Erect,275,4,10.3,3.5,Field,Flat land,Sandy loam,1,1,0,0,0,1,0,0,"(10.844, -1.032)",1,0,0,0,2.575,83.323,0.875,1,2,68.75,0.34,41.2,0,0,0,2,1.111111111,2.861111111,424.36,1.111111111,0.464933063,815.08,2098.831,2,1,1,0,8,3
Upper East,Nabdam,Northern_Zone,10.843,-1.032,202.9,Spreading,735,8.5,21.1,8.8,Field,Swamp,Clay loam,1,1,0,0,0,1,1,0,"(10.843, -1.032)",1,1,0,0,1.912,183.854,0.65,1,2,5.63,0.34,122.4,0,0,1,1,0.95505618,2.370786517,3784.285,0.95505618,0.46244969,1724.65,4281.19,2,1,2,3,1,3
Upper East,Nabdam,Northern_Zone,10.843,-1.032,201.04,Drooping,450,8,15.3,5.2,Field,Flat land,Clay loam,1,1,0,0,0,1,0,0,"(10.843, -1.032)",1,1,0,0,1.912,183.854,0.65,1,2,5.63,0.34,122.4,0,0,1,1,1.509433962,2.886792453,1872.72,1.509433962,0.45714041,1608.32,3075.912,2,1,0,0,1,3
Upper East,Nabdam,Northern_Zone,10.843,-1.033,211.43,Spreading,"1,100",19.92,10,10.4,Field,Flat land,Loamy sand,1,1,0,0,0,1,1,0,"(10.843, -1.033)",1,1,0,0,0.5,78.54,0.52,1,2,55,1.04,200,1,1,1,2,1.897142857,0.952380952,1992,1.897142857,0.486798162,4211.6856,2114.3,2,1,2,0,3,3
Upper East,Nabdam,Northern_Zone,10.851,-1.021,198.4,Spreading,520,8.5,17.27,5.56,Field,Flat land,Loam,1,1,0,0,0,1,0,0,"(10.851, -1.021)",,,,,,,,,,,,,,,,,1.501766784,3.051236749,2535.14965,1.501766784,0.449604658,1686.4,3426.368,2,1,2,0,2,3
Upper East,Nabdam,Northern_Zone,10.852,-1.022,186.94,Erect,190,8,7.1,2.6,Field,Flat land,Clay loam,1,1,0,0,0,1,0,0,"(10.852, -1.022)",,,,,,,,,,,,,,,,,2.962962963,2.62962963,403.28,2.962962963,0.416892644,1495.52,1327.274,2,1,1,0,1,3
Upper East,Nabdam,Northern_Zone,10.794,-0.859,251.69,Spreading,730,12,18.3,7.5,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Flat land,Sandy loam,1,0,0,0,0,1,0,0,"(10.794, -0.859)",1,0,0,0,1.525,263.022,0.625,1,1,60.83,0.41,219.6,0,0,0,2,1.578947368,2.407894737,4018.68,1.578947368,0.60171838,3020.28,4605.927,1,1,2,0,8,0
Upper East,Nabdam,Northern_Zone,10.796,-0.794,250.4,Spreading,860,7,21.2,9.8,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Flat land,Silt loam,1,0,0,0,0,1,0,1,"(10.796, -0.794)",1,0,1,0,3.029,352.989,1.4,2,1,122.86,0.462,148.4,0,0,1,2,0.707070707,2.141414141,3146.08,0.707070707,0.598036137,1752.8,5308.48,1,1,2,0,10,0
Upper East,Nabdam,Northern_Zone,11.027,-0.253,267.06,Spreading,395,6,11.2,4.8,Field,Flat land,Sandy loam,1,1,0,0,1,1,0,0,"(11.027, -0.253)",1,1,0,0,1.386,73.898,0.757,1,2,67.14,0.546,67.9,0,0,1,0,1.224489796,2.285714286,752.64,1.224489796,0.6455913,1602.36,2991.072,3,1,2,0,8,3
Upper East,Nabdam,Northern_Zone,11.027,-0.253,267.06,Spreading,395,6,11.2,4.8,Field,Flat land,Sandy loam,1,1,0,0,1,1,0,0,"(11.027, -0.253)",1,0,0,0,1.867,98.52,0.8,1,2,65.83,0.429,67.2,0,0,0,1,1.224489796,2.285714286,752.64,1.224489796,0.6455913,1602.36,2991.072,3,1,2,0,8,3
Upper East,Nabdam,Northern_Zone,11.027,-0.253,261.43,Erect,470,7,9.7,5.3,Fallow land,Flat land,Sandy loam,1,1,0,0,0,1,0,0,"(11.027, -0.253)",1,1,0,0,1.386,73.898,0.757,1,2,67.14,0.546,67.9,0,0,1,0,1.296296296,1.796296296,658.63,1.296296296,0.629520738,1830.01,2535.871,2,1,1,0,8,2
Upper East,Nabdam,Northern_Zone,11.027,-0.253,261.43,Erect,470,7,9.7,5.3,Fallow land,Flat land,Sandy loam,1,1,0,0,0,1,0,0,"(11.027, -0.253)",1,0,0,0,1.867,98.52,0.8,1,2,65.83,0.429,67.2,0,0,0,1,1.296296296,1.796296296,658.63,1.296296296,0.629520738,1830.01,2535.871,2,1,1,0,8,2
Upper East,Nabdam,Northern_Zone,10.987,-0.214,275.83,Erect,570,10,16.2,7.8,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Flat land,Sand,0,1,0,0,1,1,0,0,"(10.987, -0.214)",1,0,0,0,1.62,206.12,0.78,1,1,57,0.481,162,0,0,0,2,1.265822785,2.050632911,2624.4,1.265822785,0.670624839,2758.3,4468.446,2,1,1,0,4,0
Upper East,Nabdam,Northern_Zone,10.881,-0.557,272.68,Drooping,910,10,25.2,11,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Flat land,Loam,1,1,0,0,1,1,0,0,"(10.881, -0.557)",2,1,0,0,2.52,498.759,1.1,1,2,91,0.437,252,0,0,1,0,0.900900901,2.27027027,6350.4,0.900900901,0.661633317,2726.8,6871.536,3,1,0,0,2,0
Upper East,Nabdam,Northern_Zone,10.893,-0.543,244.04,Erect,470,6,16.6,5.4,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Flat land,Silt loam,1,1,0,0,1,1,1,0,"(10.893, -0.543)",1,1,0,0,3.514,475.292,1.586,1,1,158.57,0.451,172.2,1,0,1,0,1.090909091,3.018181818,1653.36,1.090909091,0.579881826,1464.24,4051.064,3,1,1,0,10,0
Upper East,Nabdam,Northern_Zone,10.893,-0.543,244.04,Erect,470,6,16.6,5.4,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Flat land,Silt loam,1,1,0,0,1,1,1,0,"(10.893, -0.543)",1,1,0,0,2.767,216.424,0.9,1,2,78.33,0.325,99.6,0,0,1,1,1.090909091,3.018181818,1653.36,1.090909091,0.579881826,1464.24,4051.064,3,1,1,0,10,0
Upper East,Nabdam,Northern_Zone,10.892,-0.543,279.93,Erect,"1,110",7,24.6,11.1,Fallow land,Flat land,Silt,0,1,0,0,1,1,0,0,"(10.892, -0.543)",,,,,,,,,,,,,,,,,0.625,2.196428571,4236.12,0.625,0.682328091,1959.51,6886.278,2,1,1,0,9,2
Upper East,Nabdam,Northern_Zone,10.935,-0.499,268.98,Drooping,500,6,7,5,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Flat land,Sand,1,1,0,0,1,1,0,0,"(10.935, -0.499)",1,0,0,0,2.175,59.447,0.95,1,2,82.5,0.437,34.8,0,0,0,1,1.176470588,1.37254902,294,1.176470588,0.651071847,1613.88,1882.86,3,1,0,0,4,0
Upper East,Nabdam,Northern_Zone,10.935,-0.499,268.98,Drooping,500,6,7,5,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Flat land,Sand,1,1,0,0,1,1,0,0,"(10.935, -0.499)",1,0,0,0,2.518,130.748,0.838,1,2,76.107,0.326,57.162,0,0,0,1,1.176470588,1.37254902,294,1.176470588,0.651071847,1613.88,1882.86,3,1,0,0,4,0
Upper East,Nabdam,Northern_Zone,10.934,-0.499,268.87,Erect,400,6.5,17,4.7,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Flat land,Sandy loam,1,1,0,0,1,1,1,0,"(10.934, -0.499)",1,0,0,0,2.615,226.98,0.723,1,2,61.54,0.276,110.5,0,0,0,1,1.354166667,3.541666667,1878.5,1.354166667,0.650757857,1747.655,4570.79,3,1,1,0,8,0
Upper East,Nabdam,Northern_Zone,10.934,-0.499,268.87,Erect,400,6.5,17,4.7,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Flat land,Sandy loam,1,1,0,0,1,1,1,0,"(10.934, -0.499)",1,0,0,0,1.167,38.485,0.833,1,2,83.33,0.714,42,0,0,0,2,1.354166667,3.541666667,1878.5,1.354166667,0.650757857,1747.655,4570.79,3,1,1,0,8,0
Upper East,Nabdam,Northern_Zone,10.99,-0.213,274.19,Erect,390,8,13,4.5,Field,Flat land,Sand,1,0,0,0,0,1,0,0,"(10.99, -0.213)",0,0,0,0,1.625,132.732,0.562,1,1,48.75,0.346,104,0,0,0,2,1.739130435,2.826086957,1352,1.739130435,0.665943539,2193.52,3564.47,1,1,1,0,4,3
Upper East,Nabdam,Northern_Zone,11.002,-0.22,302.51,Erect,640,8,13.8,6.7,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Flat land,Silt loam,1,1,0,0,0,1,0,0,"(11.002, -0.22)",1,0,0,0,1.725,149.571,0.837,1,2,80,0.486,110.4,0,0,0,2,1.176470588,2.029411765,1523.52,1.176470588,0.746781606,2420.08,4174.638,2,1,1,0,10,0
Upper East,Nabdam,Northern_Zone,11.002,-0.22,302.51,Erect,640,8,13.8,6.7,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Flat land,Silt loam,1,1,0,0,0,1,0,0,"(11.002, -0.22)",0,1,0,0,1.233,96.769,0.759,1,2,67.78,0.615,99.9,0,0,1,2,1.176470588,2.029411765,1523.52,1.176470588,0.746781606,2420.08,4174.638,2,1,1,0,10,0
Upper East,Nabdam,Northern_Zone,11.002,-0.22,271.27,Erect,610,9,11.1,6.83,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Flat land,Silt loam,1,1,0,0,1,1,0,0,"(11.002, -0.22)",1,0,0,0,1.725,149.571,0.837,1,2,80,0.486,110.4,0,0,0,2,1.298701299,1.601731602,1108.89,1.298701299,0.657608541,2441.43,3011.097,3,1,1,0,10,0
Upper East,Nabdam,Northern_Zone,11.002,-0.22,271.27,Erect,610,9,11.1,6.83,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Flat land,Silt loam,1,1,0,0,1,1,0,0,"(11.002, -0.22)",0,1,0,0,1.233,96.769,0.759,1,2,67.78,0.615,99.9,0,0,1,2,1.298701299,1.601731602,1108.89,1.298701299,0.657608541,2441.43,3011.097,3,1,1,0,10,0
Upper East,Nabdam,Northern_Zone,10.814,-1.182,200.46,Drooping,570,9,21.8,7.6,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Flat land,Sandy loam,0,1,1,0,1,1,1,0,"(10.814, -1.182)",1,1,0,1,2.422,373.253,0.844,1,2,63.33,0.349,196.2,0,0,1,1,1.168831169,2.831168831,4277.16,1.168831169,0.455484829,1804.14,4370.028,3,1,0,0,8,0
Upper West,Sissala East,Northern_Zone,10.744,-2.039,338.3,Spreading,640,9,16.55,6.9,Field,Flat land,Sandy loam,1,1,1,1,0,1,0,1,"(10.744, -2.039)",1,0,1,0,2.683,203.583,0.983,2,2,91.67,0.366,96.6,0,0,1,0,1.285714286,2.364285714,2465.1225,1.285714286,0.848942426,3044.7,5598.865,4,1,2,0,8,3
Upper West,Sissala East,Northern_Zone,10.744,-2.039,338.3,Spreading,640,9,16.55,6.9,Field,Flat land,Sandy loam,1,1,1,1,0,1,0,1,"(10.744, -2.039)",1,0,1,1,1.839,215.123,0.767,2,3,71.11,0.417,148.95,0,0,1,1,1.285714286,2.364285714,2465.1225,1.285714286,0.848942426,3044.7,5598.865,4,1,2,0,8,3
Upper West,Sissala East,Northern_Zone,10.744,-2.039,332.78,Drooping,550,6,16.1,5.9,Field,Flat land,Sandy loam,1,1,0,1,0,1,0,1,"(10.744, -2.039)",1,0,1,0,2.683,203.583,0.983,2,2,91.67,0.366,96.6,0,0,1,0,1,2.683333333,1555.26,1,0.833185853,1996.68,5357.758,3,1,0,0,8,3
Upper West,Sissala East,Northern_Zone,10.744,-2.039,332.78,Drooping,550,6,16.1,5.9,Field,Flat land,Sandy loam,1,1,0,1,0,1,0,1,"(10.744, -2.039)",1,0,1,1,1.839,215.123,0.767,2,3,71.11,0.417,148.95,0,0,1,1,1,2.683333333,1555.26,1,0.833185853,1996.68,5357.758,3,1,0,0,8,3
Upper West,Sissala East,Middle_Zone,8.028,-0.585,177.57,Drooping,540,7,15.6,6.1,Field,Flat land,Loamy sand,0,1,0,1,0,1,0,1,"(8.028, -0.585)",,,,,,,,,,,,,,,,,1.129032258,2.516129032,1703.52,1.129032258,0.390146433,1242.99,2770.092,2,0,0,0,3,3
Upper West,Wa East,Northern_Zone,10.367,-2.038,249.36,Spreading,810,12,23.8,9.5,Field,Flat land,Sandy loam,1,0,0,0,0,1,0,0,"(10.367, -2.038)",1,0,0,0,1.8,366.435,0.692,1,1,64.17,0.384,259.2,0,0,0,1,1.25,2.479166667,6797.28,1.25,0.595067508,2992.32,5934.768,1,1,2,0,8,3
Upper West,Wa East,Northern_Zone,10.367,-2.038,249.36,Spreading,810,12,23.8,9.5,Field,Flat land,Sandy loam,1,0,0,0,0,1,0,0,"(10.367, -2.038)",2,0,0,0,1.983,444.881,0.792,1,1,67.5,0.399,285.6,0,0,0,2,1.25,2.479166667,6797.28,1.25,0.595067508,2992.32,5934.768,1,1,2,0,8,3
Upper West,Wa East,Northern_Zone,10.367,-2.034,255.49,Drooping,590,12,19.1,7,Field,Flat land,Loam,1,1,0,0,0,1,0,0,"(10.367, -2.034)",1,0,0,0,1.592,286.521,0.583,1,2,49.17,0.366,229.2,0,0,0,2,1.690140845,2.690140845,4377.72,1.690140845,0.612565296,3065.88,4879.859,2,1,0,0,2,3
Upper West,Wa East,Northern_Zone,10.367,-2.038,243.66,Drooping,770,12,21.6,8.3,Field,Flat land,Sandy loam,1,0,0,0,0,1,0,0,"(10.367, -2.038)",1,0,0,0,1.8,366.435,0.692,1,1,64.17,0.384,259.2,0,0,0,1,1.428571429,2.571428571,5598.72,1.428571429,0.578797134,2923.92,5263.056,1,1,0,0,8,3
Upper West,Wa East,Northern_Zone,10.367,-2.038,243.66,Drooping,770,12,21.6,8.3,Field,Flat land,Sandy loam,1,0,0,0,0,1,0,0,"(10.367, -2.038)",2,0,0,0,1.983,444.881,0.792,1,1,67.5,0.399,285.6,0,0,0,2,1.428571429,2.571428571,5598.72,1.428571429,0.578797134,2923.92,5263.056,1,1,0,0,8,3
Upper West,Wa West,Northern_Zone,10.359,-2.237,319.45,Drooping,"1,365",15,27.75,14.4,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Flat land,Sand,1,1,1,1,1,1,0,1,"(10.359, -2.237)",1,0,1,1,1.85,604.806,0.96,2,3,91,0.519,416.25,1,1,1,2,1.034482759,1.913793103,11550.9375,1.034482759,0.795136015,4791.75,8864.7375,5,1,0,0,4,0
Upper West,Wa West,Northern_Zone,10.358,-2.237,324.68,Spreading,"1,210",12,25.7,12,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Flat land,Sand,1,1,1,1,1,1,0,1,"(10.358, -2.237)",0,0,1,1,2.142,518.748,1,2,3,100.83,0.467,308.4,1,0,1,2,0.991735537,2.123966942,7925.88,0.991735537,0.810064796,3896.16,8344.276,5,1,2,0,4,0
Volta,North Tongu,Southern_Zone,6.148,0.224,59.26,Spreading,"3,000",28,17,3,Fallow land,Flat land,Clay loam,1,1,0,0,0,1,1,0,"(6.148, 0.224)",2,0,0,0,0.727,201.062,0.182,1,2,181.82,0.25,352,2,1,0,2,9.032258065,5.483870968,8092,9.032258065,0.052436274,1659.28,1007.42,2,2,2,0,1,2
Volta,North Tongu,Southern_Zone,6.148,0.224,59.26,Spreading,"3,000",28,17,3,Fallow land,Flat land,Clay loam,1,1,0,0,0,1,1,0,"(6.148, 0.224)",2,0,0,0,0.526,78.54,0.158,1,2,157.89,0.3,190,2,1,0,2,9.032258065,5.483870968,8092,9.032258065,0.052436274,1659.28,1007.42,2,2,2,0,1,2
Volta,North Tongu,Southern_Zone,6.148,0.224,59.26,Spreading,"3,000",28,17,3,Fallow land,Flat land,Clay loam,1,1,0,0,0,1,1,0,"(6.148, 0.224)",2,0,0,0,0.607,226.98,0.107,1,2,107.14,0.176,476,2,2,0,2,9.032258065,5.483870968,8092,9.032258065,0.052436274,1659.28,1007.42,2,2,2,0,1,2
Volta,North Tongu,Southern_Zone,6.235,0.174,113.28,Spreading,"6,000",25,18,6,Field,Wet land,Clay loam,1,1,0,0,0,1,1,0,"(6.235, 0.174)",1,1,1,1,0.545,113.097,0.136,2,3,136.36,0.25,264,2,1,2,0,4.098360656,2.950819672,8100,4.098360656,0.206633745,2832,2039.04,2,2,2,6,1,3
Volta,North Tongu,Southern_Zone,6.235,0.174,113.28,Spreading,"6,000",25,18,6,Field,Wet land,Clay loam,1,1,0,0,0,1,1,0,"(6.235, 0.174)",1,0,0,0,0.72,254.469,0.24,1,2,240,0.333,450,2,2,0,2,4.098360656,2.950819672,8100,4.098360656,0.206633745,2832,2039.04,2,2,2,6,1,3
Volta,North Tongu,Southern_Zone,6.235,0.174,110.85,Erect,"3,000",22,12,3,Field,Wet land,Sandy loam,1,1,1,0,0,1,1,1,"(6.235, 0.174)",1,1,1,1,0.545,113.097,0.136,2,3,136.36,0.25,264,2,1,2,0,7.096774194,3.870967742,3168,7.096774194,0.199697428,2438.7,1330.2,3,2,1,6,8,3
Volta,North Tongu,Southern_Zone,6.235,0.174,110.85,Erect,"3,000",22,12,3,Field,Wet land,Sandy loam,1,1,1,0,0,1,1,1,"(6.235, 0.174)",1,0,0,0,0.72,254.469,0.24,1,2,240,0.333,450,2,2,0,2,7.096774194,3.870967742,3168,7.096774194,0.199697428,2438.7,1330.2,3,2,1,6,8,3
Volta,North Tongu,Southern_Zone,6.231,0.18,104.48,Spreading,"7,000",28,19,7,Field,Flat land,Silt loam,1,1,0,0,0,1,1,0,"(6.231, 0.18)",1,1,0,0,0.679,283.529,0.25,1,2,250,0.368,532,2,2,1,0,3.943661972,2.676056338,10108,3.943661972,0.181514572,2925.44,1985.12,2,2,2,0,10,3
Volta,North Tongu,Southern_Zone,6.232,0.186,97.71,Erect,"8,000",31,18,8,Field,Flat land,Clay loam,1,1,0,0,0,1,1,1,"(6.232, 0.186)",1,1,1,0,0.581,254.469,0.258,2,2,258.06,0.444,558,2,2,2,0,3.827160494,2.222222222,10044,3.827160494,0.162189935,3029.01,1758.78,2,2,1,0,1,3
Volta,North Tongu,Southern_Zone,6.234,0.185,104.13,Erect,"2,500",23,16,2.5,Field,Flat land,Silt loam,1,1,0,0,0,1,1,0,"(6.234, 0.185)",1,0,0,0,0.696,201.062,0.109,1,2,108.7,0.156,368,1,1,0,2,8.846153846,6.153846154,5888,8.846153846,0.180515514,2394.99,1666.08,2,2,1,0,10,3
Volta,North Tongu,Southern_Zone,6.227,0.184,85.79,Spreading,"3,000",23,12,3,Fallow land,Flat land,Sandy loam,1,1,0,0,0,1,0,0,"(6.227, 0.184)",,,,,,,,,,,,,,,,,7.419354839,3.870967742,3312,7.419354839,0.128164873,1973.17,1029.48,2,2,2,0,8,2
Volta,North Tongu,Southern_Zone,6.227,0.183,88.98,Erect,"9,000",38,24,9,Other,Flat land,Sandy loam,1,1,0,0,0,1,0,0,"(6.227, 0.183)",2,0,0,0,0.522,113.097,0.13,1,2,130.43,0.25,276,2,1,0,2,4.175824176,2.637362637,21888,4.175824176,0.137270573,3381.24,2135.52,2,2,1,0,8,5
Volta,North Tongu,Southern_Zone,6.227,0.183,88.98,Erect,"9,000",38,24,9,Other,Flat land,Sandy loam,1,1,0,0,0,1,0,0,"(6.227, 0.183)",2,0,0,0,0.632,452.389,0.237,1,2,236.84,0.375,912,2,2,0,2,4.175824176,2.637362637,21888,4.175824176,0.137270573,3381.24,2135.52,2,2,1,0,8,5
Volta,North Tongu,Southern_Zone,6.227,0.183,109.23,Spreading,"8,000",34,22,8,Fallow land,Flat land,Sandy loam,1,1,0,0,0,1,1,0,"(6.227, 0.183)",2,0,0,0,0.522,113.097,0.13,1,2,130.43,0.25,276,2,1,0,2,4.197530864,2.716049383,16456,4.197530864,0.195073217,3713.82,2403.06,2,2,2,0,8,2
Volta,North Tongu,Southern_Zone,6.227,0.183,109.23,Spreading,"8,000",34,22,8,Fallow land,Flat land,Sandy loam,1,1,0,0,0,1,1,0,"(6.227, 0.183)",2,0,0,0,0.632,452.389,0.237,1,2,236.84,0.375,912,2,2,0,2,4.197530864,2.716049383,16456,4.197530864,0.195073217,3713.82,2403.06,2,2,2,0,8,2
Volta,North Tongu,Southern_Zone,6.213,0.193,113.3,Erect,"8,000",32,19,8,Field,Flat land,Silt loam,1,1,0,0,0,1,1,0,"(6.213, 0.193)",2,0,0,0,0.594,283.529,0.25,1,2,250,0.421,608,2,2,0,2,3.950617284,2.345679012,11552,3.950617284,0.206690834,3625.6,2152.7,2,2,1,0,10,3
Volta,North Tongu,Southern_Zone,6.213,0.193,99.96,Erect,"7,500",31,20,7.5,Field,Flat land,Sandy loam,1,1,0,0,0,1,0,0,"(6.213, 0.193)",2,0,0,0,0.594,283.529,0.25,1,2,250,0.421,608,2,2,0,2,4.078947368,2.631578947,12400,4.078947368,0.168612451,3098.76,1999.2,2,2,1,0,8,3
Volta,North Tongu,Southern_Zone,6.185,0.206,72.94,Erect,"4,000",23,12,4,Field,Wet land,Clay loam,1,1,0,0,0,1,0,0,"(6.185, 0.206)",1,0,0,0,0.522,113.097,0.174,1,2,173.91,0.333,276,2,1,0,2,5.609756098,2.926829268,3312,5.609756098,0.091485171,1677.62,875.28,2,2,1,6,1,3
Volta,North Tongu,Southern_Zone,6.149,0.225,73.06,Spreading,"2,000",15,13,2,Field,Flat land,Sandy loam,1,1,0,0,0,1,0,0,"(6.149, 0.225)",2,0,0,0,0.867,132.732,0.133,1,2,133.33,0.154,195,1,1,0,2,7.142857143,6.19047619,2535,7.142857143,0.091827705,1095.9,949.78,2,2,2,0,8,3
Volta,North Tongu,Southern_Zone,6.149,0.225,50.37,Erect,"3,000",36,14,3,Field,Flat land,Sandy loam,1,1,0,0,0,1,0,0,"(6.149, 0.225)",2,0,0,0,0.867,132.732,0.133,1,2,133.33,0.154,195,1,1,0,2,11.61290323,4.516129032,7056,11.61290323,0.0270602,1813.32,705.18,2,2,1,0,8,3
Volta,North Tongu,Southern_Zone,6.147,0.224,52.87,Erect,"6,000",32,19,6,Field,Flat land,Clay loam,1,1,0,0,0,1,0,0,"(6.147, 0.224)",1,0,0,0,0.594,283.529,0.187,1,2,187.5,0.316,608,2,2,0,2,5.245901639,3.114754098,11552,5.245901639,0.034196329,1691.84,1004.53,2,2,1,0,1,3
Volta,North Tongu,Southern_Zone,6.148,0.224,59.28,Spreading,"4,000",22,16,4,Fallow land,Flat land,Clay loam,1,1,0,0,0,1,1,0,"(6.148, 0.224)",2,0,0,0,0.727,201.062,0.182,1,2,181.82,0.25,352,2,1,0,2,5.365853659,3.902439024,5632,5.365853659,0.052493363,1304.16,948.48,2,2,2,0,1,2
Volta,North Tongu,Southern_Zone,6.148,0.224,59.28,Spreading,"4,000",22,16,4,Fallow land,Flat land,Clay loam,1,1,0,0,0,1,1,0,"(6.148, 0.224)",2,0,0,0,0.526,78.54,0.158,1,2,157.89,0.3,190,2,1,0,2,5.365853659,3.902439024,5632,5.365853659,0.052493363,1304.16,948.48,2,2,2,0,1,2
Volta,North Tongu,Southern_Zone,6.148,0.224,59.28,Spreading,"4,000",22,16,4,Fallow land,Flat land,Clay loam,1,1,0,0,0,1,1,0,"(6.148, 0.224)",2,0,0,0,0.607,226.98,0.107,1,2,107.14,0.176,476,2,2,0,2,5.365853659,3.902439024,5632,5.365853659,0.052493363,1304.16,948.48,2,2,2,0,1,2
Volta,South Tongu,Southern_Zone,6.5,0.715,111.14,Erect,"3,000",31,14,3,Fallow land,Flat land,Sand,1,1,1,0,0,1,0,0,"(6.5, 0.715)",2,1,1,1,0.409,63.617,0.091,2,3,90.91,0.222,198,1,1,2,0,10,4.516129032,6076,10,0.200525219,3445.34,1555.96,3,2,1,0,4,2
Volta,South Tongu,Southern_Zone,6.5,0.715,111.14,Erect,"3,000",31,14,3,Fallow land,Flat land,Sand,1,1,1,0,0,1,0,0,"(6.5, 0.715)",2,1,0,1,0.452,153.938,0.097,1,3,96.77,0.214,434,2,2,1,0,10,4.516129032,6076,10,0.200525219,3445.34,1555.96,3,2,1,0,4,2
Volta,South Tongu,Southern_Zone,6.606,0.454,230.87,Erect,"4,000",27,15,4,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Hilly,Sand,1,1,1,0,1,1,1,1,"(6.606, 0.454)",2,0,1,1,0.556,176.715,0.148,2,3,148.15,0.267,405,2,2,1,1,6.585365854,3.658536585,6075,6.585365854,0.542288699,6233.49,3463.05,4,2,1,1,4,0
Volta,South Tongu,Southern_Zone,6.606,0.454,230.87,Erect,"4,000",27,15,4,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Hilly,Sand,1,1,1,0,1,1,1,1,"(6.606, 0.454)",2,0,1,1,0.613,283.529,0.194,2,3,193.55,0.316,589,2,2,1,2,6.585365854,3.658536585,6075,6.585365854,0.542288699,6233.49,3463.05,4,2,1,1,4,0
Volta,South Tongu,Southern_Zone,6.606,0.454,227.63,Erect,"6,000",31,19,6,Orchard,Hilly,Sand,1,1,1,0,1,1,1,1,"(6.606, 0.454)",2,0,1,1,0.556,176.715,0.148,2,3,148.15,0.267,405,2,2,1,1,5.081967213,3.114754098,11191,5.081967213,0.533040276,7056.53,4324.97,4,2,1,1,4,4
Volta,South Tongu,Southern_Zone,6.606,0.454,227.63,Erect,"6,000",31,19,6,Orchard,Hilly,Sand,1,1,1,0,1,1,1,1,"(6.606, 0.454)",2,0,1,1,0.613,283.529,0.194,2,3,193.55,0.316,589,2,2,1,2,5.081967213,3.114754098,11191,5.081967213,0.533040276,7056.53,4324.97,4,2,1,1,4,4
Volta,South Tongu,Southern_Zone,6.577,0.419,192.45,Erect,"3,000",25,18,3,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Hilly,Sandy loam,1,0,0,0,0,1,0,0,"(6.577, 0.419)",,,,,,,,,,,,,,,,,8.064516129,5.806451613,8100,8.064516129,0.432620672,4811.25,3464.1,1,2,1,1,8,0
Volta,South Tongu,Southern_Zone,6.509,0.249,159.14,Spreading,"10,000",38,17,10,Fallow land,Wet land,Clay loam,1,1,0,0,0,1,1,0,"(6.509, 0.249)",1,0,0,0,0.447,226.98,0.263,1,2,263.16,0.588,646,2,2,0,2,3.762376238,1.683168317,10982,3.762376238,0.337538892,6047.32,2705.38,2,2,2,6,1,2
Volta,South Tongu,Southern_Zone,6.45,0.212,132.74,Spreading,"3,000",23,16,3,Fallow land,Flat land,Sandy loam,1,1,0,0,0,1,1,0,"(6.45, 0.212)",2,0,0,0,0.696,201.062,0.13,1,2,130.43,0.188,368,2,1,0,2,7.419354839,5.161290323,5888,7.419354839,0.262181372,3053.02,2123.84,2,2,2,0,8,2
